"iso2c","country","SE.SEC.NENR.FE","year","iso3c","region","capital","longitude","latitude","income","lending"
"AL","Albania",,2011,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",,1992,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",,1991,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",,2017,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",,2003,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",,2002,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",67.3208312988281,2001,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",65.7248001098633,2000,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",,1999,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",,1998,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",,1997,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",,1996,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",,1995,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",,2007,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",,2006,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",,2005,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",,2004,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",,1994,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",,1993,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AM","Armenia",,2016,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,2015,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,2017,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,2013,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,2012,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,2011,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,2010,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",91.672119140625,2009,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",85.2750930786133,2008,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",91.9832000732422,2007,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,2006,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,2005,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,2004,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,2003,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,2002,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,2014,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,2000,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,1999,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,1998,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,1997,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,1996,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,1995,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,1994,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,1993,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,1992,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,1991,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,1990,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AM","Armenia",,2001,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Lower middle income","IBRD"
"AO","Angola",,2017,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,2016,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,2013,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,2012,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,2015,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,2014,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",10.0665102005005,2010,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",9.03954029083252,2009,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",8.56138038635254,2008,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,2007,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,2006,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,2005,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,2004,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,2003,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,2002,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,2001,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,2000,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,1999,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,2011,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,1997,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,1996,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,1995,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,1994,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,1993,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,1992,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,1991,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,1990,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",,1998,"AGO","Sub-Saharan Africa ","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AR","Argentina",,2017,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",,2016,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",90.9405288696289,2015,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",79.330451965332,1999,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",77.2218017578125,1998,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",,1997,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",,1996,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",,1995,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",,1994,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",,1993,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",,1992,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",,1991,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",,1990,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",82.5493011474609,2004,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",81.8097229003906,2003,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",81.7317504882813,2002,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",90.9160995483398,2014,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",91.1851501464844,2013,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",90.8395690917969,2012,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",89.2702407836914,2011,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",87.8482437133789,2010,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",86.9369964599609,2009,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",85.1266708374023,2008,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",83.6299285888672,2007,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",83.2020034790039,2006,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",82.5893783569336,2005,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",81.3591613769531,2000,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",81.8891220092773,2001,"ARG","Latin America & Caribbean ","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AS","American Samoa",,2002,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,2001,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,2000,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,1999,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,1998,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,1997,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,1996,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,2008,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,2007,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,2006,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,2005,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,2004,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,2003,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,2017,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,2016,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,2015,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,2014,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,2013,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,2012,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,2011,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,2010,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,2009,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,1994,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,1993,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,1992,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,1991,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,1990,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AS","American Samoa",,1995,"ASM","East Asia & Pacific","Pago Pago","-170.691","-14.2846","Upper middle income","Not classified"
"AT","Austria",,1990,"AUT","Europe & Central Asia","Vienna","16.3798","48.2201","High income","Not classified"
"AT","Austria",,2017,"AUT","Europe & Central Asia","Vienna","16.3798","48.2201","High income","Not classified"
"AT","Austria",,2016,"AUT","Europe & Central Asia","Vienna","16.3798","48.2201","High income","Not classified"
"AT","Austria",,2015,"AUT","Europe & Central Asia","Vienna","16.3798","48.2201","High income","Not classified"
"AT","Austria",,2014,"AUT","Europe & Central Asia","Vienna","16.3798","48.2201","High income","Not classified"
"AT","Austria",,2013,"AUT","Europe & Central Asia","Vienna","16.3798","48.2201","High income","Not classified"
